year,country,"Stocks traded, total value (% of GDP)","Inflation, consumer prices (annual %)","Stocks traded, turnover ratio of domestic shares (%)",Tax revenue (% of GDP),GDP per capita (current US$),"Central government debt, total (% of GDP)",Gini index (World Bank estimate),Broad money (% of GDP),"Total reserves (includes gold, current US$)","International migrant stock, total",Income share held by highest 10%,Poverty headcount ratio at national poverty lines (% of population),"Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Exports of goods and services (% of GDP),timestamp
1990,CAN,11.4702391715981,4.78047693336305,14.8524777544678,14.163120475269,21448.3619600057,,,73.5226848023873,2.35295176472095E10,4333318.0,,,77.4219512195122,6.8,,25.1648997037505,1635702891213
1991,CAN,12.015714162542,5.62586408593004,14.4181091599998,14.4495626046653,21768.3432941828,,31.0,75.69420510173,2.08361999910055E10,,23.6,,77.6219512195122,6.6,10.32,24.4410821262118,1635702896225
1992,CAN,12.7796916400263,1.49013290374545,16.531354193985,14.3571609133277,20879.8483300891,,,78.6534994183115,1.47448674351101E10,,,,77.7243902439024,6.4,11.2,26.2875705812276,1635702901232
1993,CAN,23.1055813617366,1.86507936507936,22.3937861253719,13.696871373931,20121.1612532855,,,77.0745143753492,1.48456794683133E10,,,,77.8243902439025,6.2,11.38,29.2376659933817,1635702906281
1994,CAN,27.0076892460738,0.165562913907281,27.1213514390775,13.1145132342082,19935.3814579208,,31.3,76.0573370470433,1.37745152780773E10,,23.6,,77.8268292682927,6.0,10.4,32.8839389644424,1635702911293
1995,CAN,30.363575826957,2.14876033057852,27.3029498790311,13.3295053035503,20613.7878829216,,,75.9350425164631,1.63693620235162E10,4864778.0,,,78.0292682926829,5.8,9.49,36.2133627995122,1635702916302
1996,CAN,42.1578590014504,1.57053112507137,30.1184837271836,13.9240137079168,21227.3475315896,,,76.4209361942445,2.15622987497584E10,,,,78.1804878048781,5.6,9.62,37.2201212802924,1635702921356
1997,CAN,51.5976561480657,1.62121638084528,33.4443834948606,14.5677283478242,21901.5628548392,,31.6,75.3758704149874,1.87184988397578E10,,23.8,,78.4317073170732,5.5,9.1,38.1329701894927,1635702926370
2013,NIC,,7.135467852894,,15.0204253673627,1811.63680270363,,,36.2353405059294,1.99296077302599E9,,,,73.197,18.0,5.28,45.2141568150849,1635720306182
2002,TJK,,12.2499847845887,,,190.002677638953,,,8.68318478357479,8.95088099390934E7,,,,63.653,58.5,14.25,62.8092317719906,1635727733006
2014,NIC,,6.03596861798431,,15.3162663787317,1934.06292227225,,46.2,36.8258771915049,2.2761767807117E9,,37.2,29.6,73.429,17.3,4.52,45.0076685375953,1635720311238
2003,TJK,,16.3034912049488,,9.70218843197379,237.757335195414,,32.7,9.663484311337,1.17567950058852E8,,25.6,,64.496,54.3,13.87,63.9307766623262,1635727738014
2015,NIC,,3.99737996694398,,15.5895883603149,2049.8516660809,,,38.8567445480292,2.49226279193881E9,40262.0,,,73.649,16.6,4.7,40.0837486734521,1635720316248
2004,TJK,,7.14196508692252,,9.82102378674623,311.627231254541,,33.6,10.5714842475638,1.72081994761396E8,,26.6,,65.314,50.6,13.42,58.7453180484166,1635727743022
2016,NIC,,3.52317317628476,,16.1664462040546,2107.5740596602,,,39.4542494703917,2.44777138181086E9,,,24.9,73.86,16.0,3.9,38.8819784306042,1635720321261
2017,NIC,,3.85067166284725,,16.5737916199832,2159.16192554656,,,42.015548673402,2.75778558666498E9,,,,74.068,15.4,3.3,41.3390492880402,1635720326313
2018,NIC,,4.94723728039882,,15.6994546529866,2014.57028700455,,,34.4519554683683,2.26114336012993E9,,,,74.275,14.9,5.2,42.2774929620645,1635720331322
2019,NIC,,5.3762899084413,,17.5430985982931,1926.69969398276,,,36.0102423447505,2.39744466892872E9,,,,74.485,14.3,5.14,45.0406387282891,1635720336335
2020,NIC,,3.68181341625573,,,1905.25675597599,,,40.1255462026185,3.21190336195717E9,,,,,,5.82,42.3229545412598,1635720341391
1990,NLD,13.7272766397266,2.45408985919672,36.4681406552732,23.2862181112213,21290.8603827045,54.80317756254,31.1,,3.44012091439927E10,1182263.0,24.5,,76.8780487804878,6.8,,54.4147454485233,1635720346404
1991,NLD,12.9909396738495,3.15819751859096,25.1603786472474,24.4911168646405,21732.2307621923,55.2895619055443,,,3.33354017120125E10,,,,77.0,6.6,7.28,55.1090141107791,1635720351412
1992,NLD,12.2692301095358,3.1835856949958,26.081574707413,23.6365100860718,23904.037415058,56.0887318613016,,,3.65809754082822E10,,,,77.2170731707317,6.3,5.56,53.3760697411376,1635720356469
1993,NLD,14.4568421639688,2.58418115634715,28.1216020384454,24.3160655768925,23122.4107668645,56.5313878799914,30.4,,4.50356621820165E10,,22.8,,76.9165853658537,6.1,6.29,52.6120824547177,1635720361477
1994,NLD,20.0300419005037,2.80152693672193,33.9017815545258,21.8467562525623,24646.3143096269,54.294442653549,,,4.78587216149784E10,,,,77.3751219512195,5.9,7.16,54.7356507515775,1635720366484
1995,NLD,25.6014528671176,1.92322457166356,40.3960223615094,20.8701641950921,29258.1343486211,,,,4.71618263003049E10,1346164.0,,,77.4046341463415,5.7,7.16,57.2209730326782,1635720371536
1996,NLD,38.0299064200218,2.11378787066776,45.6420489654378,21.479579252811,29006.8094454171,,,,3.96065472781015E10,,,,77.4356097560976,5.5,6.42,57.3884657236126,1635720376549
1997,NLD,59.5781453314763,2.1092456273948,52.9904048751054,20.9377692753749,26700.5371335926,,,,3.27200640446209E10,,,,77.7943902439024,5.4,5.51,60.3599551275451,1635720381562
1998,NLD,92.4334227413485,1.95913632274256,67.1216740149162,20.7080992657782,27885.8083823465,,,,3.11551523636688E10,,,,77.8829268292683,5.3,4.39,59.3403416223893,1635720386617
1999,NLD,93.960646998634,2.15717918055056,60.5007658395189,21.2206675741848,28263.0967106802,,28.1,,1.90495122465715E10,,21.8,,77.8365853658537,5.2,3.62,59.9050205145199,1635720391630
2000,NLD,156.175624060689,2.36052233801956,101.549804412885,20.9379500759944,26149.41107829,,,,1.76880078469298E10,1556337.0,,,77.9878048780488,5.1,2.73,66.0332693962704,1635720396642
2001,NLD,105.726841019878,4.15584127195611,90.633716303322,21.2141586823303,26873.2759335114,,,,1.68974287079626E10,,,,78.190243902439,5.0,2.12,63.2984076981661,1635720401699
2002,NLD,111.976357435991,3.28753104712768,131.606936426557,21.1580865112734,29204.0398310254,,,,1.89484397328091E10,,,,78.2926829268293,4.9,2.55,60.148422487264,1635720406711
2003,NLD,93.1104036231743,2.09199838997658,110.287277516449,20.3537372516137,35672.2065978453,,,,2.15965970935686E10,,,,78.4926829268293,4.8,3.59,59.2841403248767,1635720411769
2004,NLD,95.6373172371837,1.26364739183177,116.677862582496,20.170002607286,40362.3947822685,,29.8,,2.16030500114761E10,,23.7,,79.0951219512195,4.6,4.65,62.6742441704485,1635720416777
2006,NLD,122.832912820206,1.10150106517704,115.552875978664,21.6000109486679,44863.3506314287,,30.0,,2.39022944635363E10,,24.7,,79.6975609756098,4.3,5.0,68.1811183379922,1635720426845
2005,TJK,,7.09193244083765,,,340.583183232527,,,14.4470561984847,1.88914218257725E8,280444.0,,,66.08,47.1,12.94,54.2419448838565,1635727748082
2006,TJK,,10.0108651886461,,,408.838413523407,,,16.2111941254606,2.03823197160821E8,,,,66.771,44.2,12.38,58.1562258976776,1635727753096
2007,TJK,,13.1491247062982,,,526.643288270494,,32.2,21.3004154899878,8.52175360208877E7,,25.1,,67.382,41.8,11.84,45.8592358876636,1635727758110
2008,TJK,,20.4705219109964,,,715.8657062687,,,15.0855801381567,1.6351435501099E8,,,,67.911,39.8,11.43,34.0147964082001,1635727763161
2009,TJK,,6.44823481066691,,,676.12351106337,,30.8,18.2243976796289,2.54940310793792E8,,24.1,,68.36,38.3,11.5,24.4709988607994,1635727768174
2010,TJK,,6.44531440780656,,,749.552412285997,,,18.0444894537962,4.03106833866534E8,278152.0,,,68.736,37.0,10.85,14.9390256242133,1635727773183
2011,TJK,,12.4315490430408,,,847.382432066315,,,19.7292831438719,5.18942135239755E8,,,,69.055,36.0,10.16,16.4476856516722,1635727778242
2012,TJK,,5.83116601031449,,,969.296103880894,,,19.6130523672922,6.3069045123968E8,,,,69.34,35.1,9.5,17.2772798792139,1635727783254
2013,TJK,,5.00964645344951,,,1048.22560182624,,,21.0976794752076,6.61311872523759E8,,,34.3,69.609,34.4,8.86,11.088143661398,1635727788262
2014,TJK,,6.10442765129665,,,1104.17235837941,,,20.2070552238097,5.1264503116602E8,,,32.0,69.874,33.6,8.17,9.17009118973376,1635727793314
2015,TJK,,5.71455949649708,,,978.404981180605,,34.0,21.1654479722036,4.93391433036105E8,275059.0,26.4,31.3,70.137,32.9,7.53,,1635727798322
2016,TJK,,6.00458082322154,,,807.10258610434,,,26.9905773833324,6.44763434415511E8,,,30.3,70.397,32.1,6.9,,1635727803335
2017,TJK,,,,,848.672379903239,,,27.9628803758112,1.29195573080213E9,,,29.5,70.647,31.3,6.81,14.9285396132184,1635727808386
2018,TJK,,,,,853.218873401321,,,26.660403562227,1.28407086338126E9,,,27.4,70.879,30.4,6.72,14.3754784742862,1635727813399
2019,TJK,,,,,890.544402355733,,,28.005051862993,1.46630453122901E9,,,26.3,71.097,29.6,6.66,14.9799392742745,1635727818412
2020,TJK,,,,,859.137961121368,,,31.0394317391516,,,,,,,7.5,17.0493454655518,1635727823466
1990,TKM,,,,,865.786831874633,,,,,306500.0,,,62.81,64.8,,,1635727828482
1991,TKM,,,,,,,,,,,,,62.784,64.2,1.4,38.9830508474576,1635727833492
1992,TKM,,,,,410.272926371651,,,,,,,,62.761,64.1,1.5,67.125,1635727838546
2005,NLD,86.8061217492644,1.68813017869622,100.314884930748,21.234817556541,41979.0558457881,,29.0,,2.0447919846697E10,1736127.0,23.4,,79.3463414634146,4.4,5.87,65.632085215917,1635720421790
1993,TKM,,,,,832.753854665504,,,,7.99006867792346E8,,,,62.758,64.4,1.5,84.6956087824351,1635727843554
1994,TKM,,,,,623.241905699354,,,,9.29007299238106E8,,,,62.786,64.8,4.7,84.9552752293578,1635727848565
2007,NLD,181.887678954407,1.61385859802103,161.214471509264,21.595200025841,51733.4421317965,,29.6,,2.69280240234142E10,,24.1,,80.0975609756098,4.1,4.15,68.7754574672546,1635720431857
1995,TKM,,,,,590.281221132054,,,,1.16800739972173E9,273565.0,,,62.851,65.0,8.3,83.9729294478528,1635727853621
2008,NLD,102.401477839394,2.48650198289454,249.732844269425,21.1439157722984,57644.4799749353,,29.3,,2.86026442750888E10,,23.7,,80.2512195121951,4.0,3.65,69.7936334784718,1635720436867
1996,TKM,,,,,554.833915655583,,,,1.16900715957851E9,,,,62.953,64.7,10.3,74.5806451612903,1635727858634
2009,NLD,62.4456641326927,1.18977687021549,96.9386885594588,20.9443347278192,52514.0271165323,,27.9,,3.92844660111936E10,,22.4,,80.5487804878049,3.8,4.35,62.2370135170171,1635720441917
1997,TKM,,,,,562.641702559869,,,,1.25600671657096E9,,,,63.084,63.8,11.0,39.018901890189,1635727863671
2010,NLD,65.8424436900074,1.27530569556686,84.3129790506478,20.9861902698271,50950.0343435181,,27.8,,4.61468839509493E10,1832510.0,22.5,,80.7024390243902,3.7,4.99,69.8036724776943,1635720446930
2011,NLD,57.234699021038,2.3410701775137,87.01969566215,20.2294425079072,54159.3466126142,,27.8,,5.04110440694659E10,,22.6,,81.2048780487805,3.6,4.98,75.5030683053513,1635720451941
2012,NLD,49.7588256620229,2.45554765291609,64.144912751116,19.4077486423489,50073.0056559308,,27.6,,5.48161261892564E10,,22.5,,81.1048780487805,3.6,5.82,79.5033738356974,1635720456997
2013,NLD,54.348237874243,2.50689852657884,58.2745178557358,19.6920947880502,52184.0618504931,,28.1,,4.6309213046113E10,,22.8,,81.3048780487805,3.5,7.24,79.880477786038,1635720462015
2014,NLD,53.444109778695,0.976035079699661,60.5381465168062,20.6364286139734,52830.1742328055,,28.6,,4.30543915906256E10,,23.3,,81.7073170731707,3.5,7.42,80.5779081541485,1635720467032
2015,NLD,,0.600248147278775,,21.1606242246467,45175.2318933798,,28.2,,3.82137513833571E10,1979486.0,23.0,12.7,81.509756097561,3.4,6.87,82.658896708444,1635720472089
2016,NLD,,0.316666666666663,,21.9051101382534,46007.8529206547,,28.2,,3.59057728782734E10,,22.9,13.2,81.5609756097561,3.4,6.01,79.5351647591471,1635720477101
2017,NLD,,1.3814587140721,,23.0855413427696,48554.9922761756,,28.5,,3.84219908000802E10,,23.3,13.3,81.7609756097561,3.4,4.84,83.391768024212,1635720482113
2018,NLD,,1.70349794744475,,23.0563304034822,53018.6293562696,,28.1,,3.8431677254824E10,,23.0,13.2,81.8121951219512,3.4,3.83,84.6834636757465,1635720487168
2019,NLD,,2.63369910249593,,24.0212531747545,52476.2732533327,,,,4.33200496228042E10,,,13.6,82.0121951219512,3.5,3.38,82.5377127008628,1635720492181
2020,NLD,,1.2724603778917,,,52397.1167129558,,,,5.39714046753332E10,,,,,,4.09,77.8566295252439,1635720497190
1990,NOR,12.3797909759155,4.13103348311347,56.7549042607625,21.3045101752327,28242.943738533,19.8470381137812,,57.7146400661457,1.57881191139691E10,192587.0,,,76.5373170731707,7.0,,39.4194916384392,1635720502245
1991,NOR,10.3467752567755,3.43819599109133,57.324886803775,21.5761049099656,28596.9330036444,18.5942813892647,25.2,56.3831578041406,1.36506918182437E10,,21.2,,76.9807317073171,6.4,5.41,39.2030244770513,1635720507257
1992,NOR,6.97051101903472,2.32808504911854,51.1203784668505,20.7364963171495,30523.9850558974,22.342831631806,,59.4452295124912,1.23349398976446E10,,,,77.1843902439025,5.9,5.91,37.1365883115462,1635720512266
1993,NOR,13.7911991033435,2.28826933193056,60.7548680836823,20.7364975450082,27963.6652188271,31.5607902735562,,56.1268412438625,2.0084954186128E10,,,,77.1517073170732,5.4,5.97,37.1581716156184,1635720517325
1994,NOR,14.2999300408028,1.37567498071484,49.8629706407192,21.7428277512335,29315.8419070199,30.751981347305,,56.1977078673225,1.94792866595008E10,,,,77.689756097561,4.9,5.35,37.3372653784984,1635720522333
1995,NOR,16.1063490365867,2.46036778693723,54.9183192043955,23.0049068773115,34875.7043347536,,26.0,54.3322971370665,2.29757386037626E10,233302.0,21.7,,77.7365853658537,4.6,6.31,37.1826259580662,1635720527341
1992,IDN,,7.52351717022744,,17.1229526962939,681.938385611901,42.7093574260874,,46.1728190792448,1.14820192527913E10,,,,63.131,57.0,2.73,30.3074635078275,1635711473409
2016,IMN,,,,,82197.12677026,,,,,,,,,,,,1635711749826
2017,IMN,,,,,83477.834285154,,,,,,,,,,,,1635711754880
2018,IMN,,,,,89112.6677158571,,,,,,,,,,,,1635711759893
2019,IMN,,,,,,,,,,,,,,,,,1635711764902
2020,IMN,,,,,,,,,,,,,,,,,1635711769958
1990,IND,,8.9712325027326,,9.99359139611536,367.55660889031,50.7832537948949,,42.1837730851491,5.63744636383184E9,7493204.0,,,57.865,88.6,,7.05335023415339,1635711774966
1998,TKM,,,,,590.387131521453,,40.8,,1.37600700914512E9,,31.5,,63.237,62.2,12.2,29.7249017506252,1635727868721
1999,TKM,,,,,548.687913342692,,,,1.51300683236548E9,,,,63.413,60.1,12.7,35.6768885564697,1635727873733
2000,TKM,,,,,643.1909754292,,,,,218498.0,,,63.613,57.6,11.67,55.2364541451273,1635727878750
2001,TKM,,,,,774.482151976644,,,,,,,,63.842,54.8,10.7,41.4921647483012,1635727883806
2002,TKM,,,,,967.887435334475,,,,,,,,64.101,51.9,9.87,35.4111405835544,1635727888818
2003,TKM,,,,,1283.90878153306,,,,,,,,64.386,49.2,9.0,32.6066829391465,1635727893828
2004,TKM,,,,,1453.91778376026,,,,,,,,64.693,46.6,8.12,29.6938499051748,1635727898877
2005,TKM,,,,,1704.41538021505,,,,,213051.0,,,65.017,44.3,7.26,30.6869716141313,1635727903887
2006,TKM,,,,,2136.47210126331,,,,,,,,65.354,42.1,6.4,35.1161849970785,1635727908895
2007,TKM,,,,,2600.36875786979,,,,,,,,65.695,40.3,5.61,36.7777777777778,1635727913953
2008,TKM,,,,,3904.46530148983,,,,,,,,66.031,38.9,4.94,57.3741661613099,1635727918992
2009,TKM,,,,,4036.45680478876,,,,,,,,66.355,37.8,4.54,47.0830223394838,1635727924005
2010,TKM,,,,,4439.20212759739,,,,,197979.0,,,66.657,36.9,4.0,45.9044156489854,1635727929057
2011,TKM,,,,,5649.96210595541,,,,,,,,66.928,36.4,4.0,59.7971553741823,1635727934070
2012,TKM,,,,,6675.17805486958,,,,,,,,67.167,36.1,4.0,58.8327446167355,1635727939082
2013,TKM,,,,,7304.28577118881,,,,,,,,67.375,36.0,4.01,49.8393204013857,1635727944137
2014,TKM,,,,,7962.24492480061,,,,,,,,67.552,36.1,3.97,46.7801747766921,1635727949150
1996,NOR,21.6466342787141,1.26253249164498,62.2328368117622,23.9368258567593,37321.9741993473,,,53.0452121607476,2.69538962278296E10,,,,78.1504878048781,4.4,5.04,39.9423707086184,1635720532397
2015,TKM,,,,,6432.68532538494,,,,,196386.0,,,67.704,36.2,3.94,35.6754642894197,1635727954163
1997,NOR,28.3795462659681,2.56692335900259,68.8508287774617,23.8919165191792,36629.0309036621,,,49.7240962377556,2.37439405550937E10,,,,78.1426829268293,4.3,4.69,40.5572397357492,1635720537409
2016,TKM,,,,,6387.68257527254,,,,,,,,67.835,36.4,3.9,22.1505138514768,1635727959214
1998,NOR,25.8297814011269,2.25241329996425,85.780419690088,23.9673549534121,34788.3598518819,,,56.338926630318,1.93888538202512E10,,,,78.3292682926829,4.1,3.74,36.9081086471718,1635720542421
2017,TKM,,,,,6587.09260439788,,,,,,,,67.956,36.7,3.84,22.4683973422127,1635727964226
1999,NOR,30.7427023143916,2.36596736596735,78.3213385511316,24.2690739984309,36371.0509535576,,,52.656142227672,2.41509285800503E10,,,,78.2829268292683,4.0,3.25,38.6046651270573,1635720547477
2018,TKM,,,,,6967.37504258806,,,,,,,,68.073,36.6,3.79,22.6638117732813,1635727969256
2019,TKM,,,,,7612.03518009452,,,,,,,,68.191,36.3,3.74,,1635727974309
2000,NOR,35.2446780000836,3.08550609131277,91.7617889470492,26.70467324318,38131.4606116242,,27.4,48.0467835170967,2.79220602815661E10,292440.0,23.2,,78.6341463414634,3.9,3.46,45.7323541763557,1635720552486
2020,TKM,,,,,,,,,,,,,,,4.38,,1635727979316
1990,TLS,,,,,,,,,,8954.0,,,48.492,131.3,,,1635727984329
1991,TLS,,,,,,,,,,,,,49.345,125.8,3.24,,1635727989377
1992,TLS,,,,,,,,,,,,,50.261,120.6,3.28,,1635727994391
1993,TLS,,,,,,,,,,,,,51.267,115.6,3.34,,1635727999403
1994,TLS,,,,,,,,,,,,,52.366,110.7,3.36,,1635728004457
1995,TLS,,,,,,,,,,9743.0,,,53.538,106.0,3.36,,1635728009471
1996,TLS,,,,,,,,,,,,,54.737,101.4,3.36,,1635728014490
1997,TLS,,,,,,,,,,,,,55.907,97.1,3.36,,1635728019546
2005,HUN,19.6175376872254,3.56151711378355,68.0387540762784,19.9399929575653,11200.5769496264,64.9063240885857,34.7,49.8809784194613,1.86028336775891E10,366787.0,28.1,,72.6487804878049,6.4,7.19,62.6425760409987,1635711382888
2006,HUN,26.8102833827631,3.93032603841,73.8928504913259,19.8334170837429,11475.8227057093,67.9689618884848,28.3,52.640171104986,2.1589904536919E10,,22.8,,73.0975609756098,6.1,7.49,73.8689140152455,1635711387942
2007,HUN,33.784204371059,7.95874516544909,102.361197368669,21.4158475371487,13918.9601910137,68.6480786295858,27.9,55.287465465361,2.40522108711505E10,,22.3,,73.1512195121951,5.8,7.41,77.9422800396352,1635711392952
2008,HUN,17.4303846648674,6.0425125388106,149.272450489862,23.2870558924422,15753.4732840195,71.9873543967243,27.5,56.7551259278773,3.38738988578996E10,,22.1,,73.7024390243903,5.5,7.82,79.2756977025513,1635711397964
2009,HUN,20.8059306386466,4.21171171171172,90.5757403543607,23.3493021310846,13046.4810081848,80.2299576419677,27.0,60.5135230338619,4.4181292716986E10,,21.5,,73.9048780487805,5.2,10.03,74.3996204739661,1635711403018
2010,HUN,20.0630374361693,4.85555795691951,95.5177868380033,22.6319452216394,13191.6212644696,80.3669352530889,29.4,60.8577065516835,4.4988182851216E10,436616.0,23.1,,74.2073170731707,5.1,11.17,81.2664451919288,1635711408030
2011,HUN,11.0411545169147,3.92992098935075,83.3747137506745,21.0686026676279,14216.1656114334,89.5576131236036,29.2,62.4772797053741,4.88319180885214E10,,23.2,,74.8585365853659,4.9,11.03,86.1885379299848,1635711413090
2012,HUN,8.53342476830922,5.65214517088651,52.8095613814524,22.928098776053,12950.6865153085,93.4059384440794,30.8,58.7173393701395,4.46706204044239E10,,23.9,,75.0634146341463,4.8,11.0,86.1058589499374,1635711418103
2013,HUN,7.99241135198271,1.73319984983107,54.6670498817775,22.9140250609754,13687.5140593304,93.9626297253434,31.5,60.4384607664607,4.650801399758E10,,24.4,,75.5658536585366,4.7,10.18,85.582775300321,1635711423119
2014,HUN,5.05360639778861,-0.227566270988384,49.0151778233452,23.062381494597,14267.0121547683,97.7188750241355,30.9,57.3089618534234,4.20198813012031E10,,24.0,,75.7634146341463,4.5,7.73,87.2898498077923,1635711428172
2015,HUN,5.94888864585837,-0.0616446800641176,42.0679088254334,23.2536829606787,12706.8912148924,95.3124700803407,30.4,56.7597104562678,3.31242883256273E10,449632.0,23.8,14.5,75.5682926829269,4.3,6.81,87.596347206209,1635711433183
2016,HUN,6.08109719291084,0.394769306686402,40.4814664892229,23.0924665886757,13090.5067287853,95.4654008951087,30.3,58.7979186701369,2.5824253667337E10,,23.8,13.4,76.0634146341464,4.0,5.12,86.4984188961274,1635711438195
